기간,연도,중분류코드,중분류명,건강보험 청구량,건강보험 청구금액,의료급여 청구량,의료급여 청구금액,청구량 합계,청구금액 합계
2020년 01월,2020,040028,1회용 관절 봉합용 NEEDLE(분리형),3659,292585626,103,8111454,3762,300697080
