기간,연도,중분류코드,중분류명,건강보험 청구량,건강보험 청구금액,의료급여 청구량,의료급여 청구금액,청구량 합계,청구금액 합계
2026년 01월,2026,040021,ALL SUTURE ANCHOR,8789,1751250669,313,61530298,9102,1812780967
