기간,연도,중분류코드,중분류명,건강보험 청구량,건강보험 청구금액,의료급여 청구량,의료급여 청구금액,청구량 합계,청구금액 합계
2020년 01월,2020,041001,관절경 CANNULA,20154,845399967,642,26888014,20796,872287981
