기간,중분류코드,중분류코드분류명,건강보험 | 청구량,건강보험 | 청구금액,의료급여 | 청구량,의료급여 | 청구금액
2026년 02월,250099,관절경 수술시 사용하는 활액 임시대체재,7784,777140465,288,27635368
2026년 01월,250099,관절경 수술시 사용하는 활액 임시대체재,7662,757515270,284,25318464
